usage_frequency,subscription_type,login_activity,support_tickets,payment_history,avg_session_minutes,monthly_spend,tenure_months,region,churn
16.6,annual,,3,delayed,10.82,67.49,6,APAC,0
12.96,monthly,17.2,0,delayed,21.47,37.06,10,APAC,0
17.69,monthly,7.44,1,delayed,16.73,55.87,21,EU,1
28.3,quarterly,21.56,1,on_time,15.17,95.31,19,APAC,0
31.97,annual,31.92,3,on_time,3.45,81.2,6,APAC,1
14.77,quarterly,32.73,4,on_time,18.73,96.41,15,NA,0
12.85,quarterly,24.95,4,on_time,12.18,73.72,5,LATAM,1
10.34,monthly,17.32,6,on_time,16.67,89.91,7,EU,0
34.8,annual,20.95,1,on_time,3.93,91.36,22,MEA,0
,monthly,29.52,2,on_time,16.66,150.08,17,MEA,0
23.81,monthly,47.82,2,delayed,16.16,73.02,16,NA,0
20.88,annual,8.96,3,on_time,13.62,101.42,11,EU,0
31.46,monthly,39.48,0,,9.68,102.1,16,EU,0
14.27,monthly,24.68,0,delayed,22.0,87.43,12,EU,0
,quarterly,31.02,0,delayed,10.52,47.56,8,LATAM,0
29.02,monthly,24.04,4,delayed,20.46,122.92,22,NA,0
22.32,monthly,,2,on_time,21.28,90.97,2,APAC,1
19.19,quarterly,25.63,2,on_time,10.01,67.45,10,MEA,0
,quarterly,14.86,1,failed,19.49,59.24,31,MEA,0
19.59,quarterly,26.95,1,on_time,12.42,91.31,9,NA,0
26.99,monthly,34.39,2,on_time,18.83,57.74,8,MEA,0
17.73,monthly,22.0,0,on_time,9.38,68.08,2,NA,1
22.31,quarterly,0.0,2,on_time,14.31,67.44,9,EU,0
19.68,monthly,20.74,1,on_time,15.46,85.29,24,NA,0
13.72,monthly,23.08,2,on_time,,100.81,36,APAC,0
14.56,monthly,21.51,3,on_time,17.29,75.1,17,NA,0
13.25,monthly,16.55,3,delayed,10.15,78.05,8,NA,0
,monthly,36.55,4,on_time,11.69,87.03,31,NA,0
12.81,quarterly,0.0,2,on_time,19.28,63.04,30,LATAM,0
19.05,annual,23.03,2,on_time,12.53,60.8,18,APAC,0
18.81,monthly,23.19,2,on_time,12.02,70.91,5,APAC,0
17.44,quarterly,45.04,4,on_time,9.95,92.06,9,APAC,0
17.56,monthly,21.84,1,,12.24,129.05,10,EU,0
12.04,monthly,26.9,1,delayed,8.84,49.12,6,NA,0
14.03,quarterly,23.38,1,on_time,19.38,90.7,19,NA,0
,monthly,23.04,2,delayed,12.31,77.57,12,EU,1
15.16,annual,41.39,2,on_time,8.5,71.32,9,MEA,1
9.1,monthly,,3,on_time,13.78,70.34,12,NA,0
16.7,monthly,14.66,3,on_time,6.62,115.95,4,APAC,1
11.0,monthly,30.3,2,failed,9.87,16.08,11,LATAM,1
1.65,monthly,24.83,3,on_time,23.13,52.2,31,LATAM,1
31.77,annual,,3,on_time,8.47,103.07,13,NA,0
14.38,quarterly,21.22,2,on_time,14.14,116.62,7,MEA,0
26.13,monthly,32.05,2,on_time,28.24,133.28,8,APAC,1
12.31,monthly,27.34,2,delayed,16.5,92.59,5,EU,1
27.89,quarterly,14.16,0,chargeback,11.94,97.5,17,APAC,1
7.94,quarterly,24.62,0,on_time,3.07,31.83,9,,1
17.23,monthly,21.45,1,on_time,16.0,84.08,34,LATAM,0
8.35,monthly,27.17,2,on_time,10.39,99.67,43,APAC,1
34.21,monthly,,1,chargeback,18.35,70.34,1,APAC,1
14.26,monthly,8.71,2,on_time,10.94,81.42,18,LATAM,1
21.8,monthly,29.4,0,on_time,16.66,118.5,11,APAC,0
19.15,monthly,,1,failed,23.68,124.79,9,NA,1
15.82,monthly,,1,failed,19.03,91.01,25,NA,0
19.62,monthly,7.52,1,on_time,7.09,82.58,22,LATAM,0
25.51,monthly,21.23,0,on_time,15.53,104.41,41,APAC,0
20.68,annual,19.47,4,delayed,20.78,66.29,11,LATAM,0
17.14,quarterly,17.64,2,delayed,5.88,113.23,48,EU,0
19.64,monthly,5.05,1,on_time,25.12,69.3,11,,1
29.41,monthly,10.27,3,on_time,15.85,105.0,19,LATAM,0
13.08,monthly,24.98,2,on_time,18.46,83.45,5,APAC,1
3.02,annual,16.5,2,on_time,12.94,60.0,6,EU,0
8.32,monthly,12.91,2,on_time,15.28,94.06,8,NA,0
8.85,monthly,37.73,2,delayed,9.63,73.02,12,LATAM,1
9.83,annual,48.11,3,on_time,24.28,100.66,6,APAC,0
10.07,annual,21.38,1,on_time,25.76,50.54,30,EU,0
15.83,quarterly,5.48,1,delayed,27.88,90.29,22,EU,0
17.73,monthly,26.36,1,on_time,4.41,63.5,8,NA,0
17.66,monthly,0.0,3,on_time,16.98,117.63,4,EU,0
10.89,quarterly,7.15,4,failed,17.59,104.01,51,NA,0
22.96,monthly,26.55,1,on_time,10.77,82.75,35,NA,0
19.74,quarterly,6.78,2,failed,17.24,83.57,6,LATAM,1
27.07,quarterly,18.74,0,on_time,6.38,131.16,10,EU,0
21.93,monthly,5.68,2,on_time,23.83,105.26,19,LATAM,0
13.55,monthly,22.62,1,on_time,5.8,62.84,15,EU,0
25.14,monthly,34.36,0,on_time,16.5,110.17,8,NA,0
17.92,monthly,15.26,1,on_time,19.74,68.24,21,,0
21.59,quarterly,21.79,2,on_time,11.4,88.28,20,NA,0
21.04,quarterly,13.03,0,on_time,23.24,25.25,17,APAC,0
15.13,monthly,13.8,3,on_time,4.05,106.82,26,LATAM,1
16.72,quarterly,12.85,1,delayed,14.82,65.25,8,,1
15.08,monthly,30.65,0,on_time,4.88,78.19,17,APAC,0
,quarterly,6.45,0,on_time,10.36,44.99,6,LATAM,0
,monthly,18.35,0,on_time,12.04,89.05,17,APAC,0
,quarterly,26.51,5,on_time,11.67,85.97,22,APAC,0
17.39,quarterly,32.01,0,on_time,22.63,48.32,1,APAC,1
23.6,monthly,26.85,0,on_time,7.97,84.91,25,EU,0
21.57,monthly,21.2,0,delayed,5.67,76.57,55,NA,0
14.04,annual,15.74,0,on_time,12.41,106.44,50,,0
11.24,monthly,32.18,0,on_time,15.68,64.16,4,APAC,0
14.74,quarterly,12.46,2,delayed,18.02,97.41,4,NA,1
9.17,annual,12.63,1,on_time,21.92,38.54,36,MEA,0
1.19,annual,36.88,0,on_time,2.1,77.62,3,NA,0
5.18,monthly,25.96,4,on_time,25.13,94.01,31,APAC,1
25.62,quarterly,26.35,3,delayed,10.09,95.41,4,MEA,1
29.0,annual,28.58,2,on_time,13.33,72.61,5,NA,0
21.28,monthly,20.96,1,on_time,15.14,132.49,33,LATAM,0
15.59,monthly,6.19,3,on_time,2.0,73.9,18,LATAM,0
6.25,monthly,24.76,1,on_time,12.41,97.49,7,APAC,0
14.87,quarterly,21.8,1,on_time,20.95,75.18,26,MEA,0
20.28,monthly,12.55,2,on_time,18.79,60.54,15,APAC,0
,monthly,10.02,0,delayed,12.0,50.75,12,EU,0
20.82,monthly,21.49,0,failed,16.28,58.4,5,APAC,1
24.47,quarterly,7.06,3,on_time,17.77,100.92,6,,0
29.6,monthly,20.42,1,on_time,13.45,121.16,20,NA,0
13.16,annual,19.1,2,on_time,17.95,90.75,5,NA,0
35.64,quarterly,20.69,3,on_time,10.2,74.62,9,EU,0
1.86,annual,26.43,1,on_time,9.33,59.77,8,LATAM,0
10.55,annual,28.84,3,failed,13.22,79.74,35,,0
17.4,monthly,14.17,1,on_time,2.0,54.84,10,MEA,0
19.84,quarterly,31.57,3,on_time,19.16,108.75,13,NA,0
14.73,monthly,19.59,1,on_time,15.5,94.35,3,APAC,1
12.53,annual,41.29,3,chargeback,13.67,51.21,11,APAC,0
31.42,monthly,15.56,2,on_time,19.78,125.76,6,NA,0
12.2,quarterly,4.28,4,delayed,17.32,50.23,12,APAC,0
8.86,annual,31.17,2,delayed,21.38,76.9,9,EU,0
27.84,monthly,,3,,24.48,107.35,4,MEA,0
21.94,annual,35.22,1,on_time,16.98,94.11,9,,0
23.66,monthly,25.41,2,on_time,10.68,66.5,1,LATAM,0
17.37,monthly,,1,on_time,19.35,72.46,8,LATAM,0
6.37,monthly,19.92,2,on_time,10.7,57.24,72,APAC,0
16.59,monthly,33.51,2,,10.43,90.13,18,NA,1
5.4,quarterly,16.22,1,delayed,13.24,106.96,15,,0
,annual,27.41,2,delayed,21.95,27.48,7,MEA,1
20.57,monthly,29.46,3,on_time,19.5,99.56,19,NA,1
23.53,monthly,31.16,2,on_time,20.32,70.23,6,,0
15.35,annual,,2,on_time,15.74,73.26,35,MEA,0
21.24,quarterly,0.0,5,on_time,18.42,54.18,27,APAC,0
9.67,monthly,21.24,0,on_time,18.61,66.67,6,APAC,1
22.77,annual,15.67,2,on_time,10.87,125.81,9,NA,0
20.72,monthly,17.84,2,delayed,18.53,74.53,19,EU,0
10.4,quarterly,18.88,1,on_time,14.98,83.7,9,LATAM,0
19.71,monthly,,2,delayed,12.57,58.38,16,NA,0
23.63,quarterly,24.23,3,on_time,12.86,156.32,32,NA,0
16.55,monthly,16.42,0,on_time,11.69,97.05,28,NA,0
10.24,monthly,5.85,4,delayed,13.31,83.4,9,APAC,0
17.24,quarterly,38.86,1,on_time,14.95,109.77,17,NA,0
19.87,monthly,14.88,3,on_time,18.99,93.94,2,,1
10.19,monthly,20.56,1,delayed,24.06,79.18,6,NA,0
8.95,quarterly,45.53,2,on_time,18.41,80.41,18,NA,0
19.65,quarterly,15.18,0,on_time,15.7,40.9,13,MEA,0
21.76,monthly,18.97,2,on_time,3.0,73.76,9,MEA,1
31.05,monthly,24.55,2,on_time,29.51,69.85,6,,0
20.66,annual,4.33,0,on_time,10.75,83.69,10,MEA,0
,monthly,3.06,1,delayed,10.95,78.07,44,NA,1
30.28,monthly,16.7,1,on_time,22.59,103.2,15,EU,0
23.38,monthly,17.08,1,on_time,8.39,86.79,8,,0
1.96,monthly,23.48,0,on_time,17.23,60.45,5,EU,0
8.79,annual,11.24,0,on_time,12.22,113.12,8,APAC,0
12.56,monthly,,1,delayed,13.48,73.17,7,LATAM,1
21.87,monthly,0.0,1,on_time,15.3,99.52,4,NA,0
1.0,monthly,21.23,2,on_time,7.84,47.29,9,EU,0
15.17,monthly,25.96,0,on_time,14.26,105.56,13,MEA,0
,monthly,25.61,1,delayed,21.16,38.19,3,APAC,0
1.0,annual,20.21,0,on_time,14.55,124.41,27,NA,0
21.23,quarterly,14.74,1,on_time,35.99,103.17,8,EU,0
22.07,monthly,19.89,0,failed,15.55,77.91,10,NA,1
10.07,monthly,35.57,1,on_time,7.82,100.0,18,EU,1
7.93,monthly,15.41,1,on_time,11.87,48.51,13,EU,1
9.96,monthly,,3,,3.39,78.34,5,EU,0
1.0,quarterly,,2,failed,21.47,104.86,9,,0
13.72,monthly,2.91,2,on_time,24.63,100.05,3,EU,0
17.54,quarterly,20.59,1,,20.06,83.78,27,NA,0
7.46,annual,11.24,3,on_time,9.96,83.55,7,NA,1
22.8,monthly,5.48,2,chargeback,9.77,114.26,8,EU,0
,annual,30.71,3,,19.42,93.82,8,LATAM,0
17.82,monthly,27.21,4,on_time,11.87,31.4,21,,0
,monthly,24.9,5,on_time,9.84,83.78,4,NA,1
21.2,annual,10.06,1,delayed,9.17,76.07,6,EU,0
25.03,monthly,24.32,2,chargeback,26.21,48.99,13,APAC,0
13.15,monthly,7.58,4,on_time,12.22,54.44,24,EU,1
21.33,quarterly,22.85,1,on_time,19.99,125.92,13,APAC,0
21.4,monthly,14.72,1,on_time,18.3,63.67,17,MEA,0
18.93,annual,33.56,2,on_time,9.91,64.93,13,NA,0
27.74,monthly,18.01,1,delayed,15.24,61.61,11,EU,0
10.91,annual,24.54,1,on_time,8.99,86.02,21,EU,0
,monthly,24.57,2,failed,23.69,91.82,14,APAC,0
10.56,monthly,21.17,0,failed,9.54,138.28,36,NA,1
21.08,monthly,23.16,0,on_time,17.19,68.98,8,APAC,0
14.09,annual,25.34,3,on_time,12.03,88.79,32,NA,1
11.13,monthly,12.14,2,chargeback,9.45,31.17,6,APAC,1
27.64,annual,26.43,1,delayed,21.46,39.86,11,APAC,0
28.67,monthly,31.5,1,delayed,11.87,121.28,5,NA,1
13.7,monthly,26.37,2,on_time,4.02,114.94,10,MEA,0
6.43,monthly,18.1,1,on_time,17.55,96.43,7,LATAM,0
29.04,monthly,23.92,2,delayed,10.76,115.54,6,EU,1
19.3,annual,18.0,1,on_time,15.95,48.49,4,MEA,1
18.95,monthly,20.69,3,on_time,20.14,130.27,11,LATAM,0
16.74,quarterly,8.94,0,delayed,17.14,55.02,16,NA,1
10.4,monthly,37.18,4,on_time,20.33,93.08,60,APAC,0
13.11,monthly,43.29,1,on_time,7.21,161.61,16,APAC,0
20.74,quarterly,14.26,1,on_time,22.19,59.3,14,APAC,0
12.87,annual,30.65,2,failed,13.22,109.58,8,MEA,0
19.03,quarterly,38.04,1,on_time,6.44,111.06,11,,0
16.09,monthly,,0,on_time,2.0,69.06,4,NA,0
8.6,quarterly,0.0,0,failed,13.15,142.52,11,EU,1
27.35,quarterly,38.68,2,delayed,10.28,58.47,2,APAC,1
20.16,monthly,21.89,2,,10.38,82.97,10,,0
18.31,quarterly,16.29,2,,17.01,101.96,58,NA,0
19.89,monthly,22.52,1,on_time,25.32,81.32,13,NA,0
3.45,quarterly,17.94,3,chargeback,9.59,171.04,37,APAC,0
12.55,annual,54.55,1,delayed,15.55,43.9,55,NA,0
5.31,annual,16.16,1,on_time,11.59,116.37,4,EU,0
16.87,annual,25.6,2,,9.08,18.59,16,NA,0
18.28,quarterly,36.21,3,on_time,8.9,10.0,4,,0
16.99,quarterly,36.16,2,on_time,24.85,85.48,5,NA,0
24.25,monthly,34.06,3,on_time,,104.64,9,NA,0
5.52,monthly,17.32,1,on_time,13.86,125.72,14,APAC,0
10.41,monthly,20.33,2,failed,10.89,129.03,6,NA,1
18.9,monthly,0.0,3,on_time,,89.6,15,NA,0
17.85,annual,21.18,2,delayed,11.17,88.16,42,APAC,0
6.79,annual,22.36,0,on_time,26.58,81.72,18,,0
24.38,monthly,30.16,4,on_time,16.51,126.73,43,NA,0
26.8,monthly,41.75,1,on_time,15.84,49.41,8,EU,0
,quarterly,29.82,3,on_time,15.7,65.39,8,EU,0
5.44,monthly,33.78,2,on_time,22.85,107.97,6,EU,1
17.12,quarterly,21.81,0,on_time,14.87,113.48,19,MEA,0
18.38,annual,36.13,0,delayed,12.14,109.51,6,EU,0
14.1,monthly,22.12,1,on_time,15.97,82.03,40,APAC,0
25.43,monthly,34.55,1,on_time,19.75,70.05,4,LATAM,0
15.19,monthly,30.85,1,delayed,22.1,103.71,6,EU,0
30.73,monthly,26.32,2,on_time,16.29,53.29,9,APAC,0
21.48,monthly,5.05,2,on_time,16.38,130.66,5,,0
17.93,monthly,34.03,2,on_time,20.96,69.92,8,APAC,1
22.44,monthly,26.16,3,on_time,2.0,76.25,24,MEA,0
26.72,monthly,29.73,4,on_time,15.53,105.04,12,,1
22.29,monthly,25.45,2,on_time,11.49,63.66,23,LATAM,0
15.47,quarterly,27.35,0,on_time,,51.82,29,EU,0
11.38,monthly,,5,on_time,17.13,116.28,8,APAC,0
8.15,annual,16.79,2,on_time,22.47,49.31,18,EU,0
,monthly,27.14,1,failed,6.69,91.28,10,NA,1
17.22,monthly,13.45,3,on_time,10.68,84.6,7,NA,0
13.29,monthly,28.34,1,on_time,9.66,30.82,9,MEA,1
13.66,quarterly,24.76,0,failed,11.36,54.69,35,,1
,monthly,15.06,0,on_time,6.78,93.93,23,LATAM,1
15.22,monthly,23.03,1,on_time,27.82,118.52,28,NA,0
29.27,monthly,15.74,1,delayed,20.22,62.66,9,NA,1
11.99,annual,17.84,4,failed,,53.27,4,NA,1
9.2,monthly,25.9,1,on_time,15.09,101.68,17,,0
7.2,monthly,24.95,1,,12.39,106.45,37,EU,0
21.06,annual,0.87,1,chargeback,15.94,99.14,10,MEA,1
24.06,monthly,26.08,1,,10.39,90.18,30,LATAM,1
11.84,monthly,18.66,1,delayed,5.86,69.15,31,EU,1
8.55,quarterly,17.44,3,on_time,11.57,105.94,32,,1
26.71,monthly,9.6,1,on_time,23.29,81.65,17,APAC,1
5.85,monthly,21.5,3,delayed,6.09,102.79,14,APAC,0
23.07,monthly,16.25,0,chargeback,21.58,69.47,21,APAC,0
12.0,monthly,36.01,2,on_time,18.36,78.12,30,EU,0
18.78,annual,2.76,5,on_time,12.6,89.09,20,NA,1
23.54,quarterly,11.4,0,delayed,19.5,26.4,19,NA,0
19.33,quarterly,,4,on_time,16.25,121.48,8,MEA,0
13.93,monthly,24.85,1,failed,2.18,82.59,18,APAC,1
,quarterly,,3,on_time,12.57,10.0,16,MEA,0
18.02,quarterly,27.53,1,on_time,12.75,88.73,47,NA,0
41.78,monthly,9.96,1,delayed,23.67,71.87,22,EU,0
4.06,annual,17.28,3,failed,12.6,49.33,17,NA,0
3.96,monthly,13.1,1,on_time,13.73,138.82,8,LATAM,0
22.96,quarterly,27.59,0,delayed,8.03,107.44,4,NA,0
15.78,monthly,17.05,1,on_time,14.62,79.58,6,APAC,1
21.55,monthly,6.46,3,on_time,7.87,85.52,47,NA,0
,quarterly,28.43,1,on_time,21.52,91.48,11,NA,0
16.38,quarterly,35.9,2,delayed,12.48,38.41,18,NA,0
19.2,monthly,20.03,0,on_time,7.85,157.61,7,EU,0
12.19,monthly,,0,on_time,,85.25,3,,1
17.62,quarterly,5.43,1,,7.16,134.64,11,MEA,1
6.47,monthly,0.0,0,on_time,16.53,60.25,28,APAC,1
18.76,monthly,1.66,1,on_time,6.08,100.43,5,EU,0
26.12,quarterly,21.51,1,on_time,16.76,50.86,3,APAC,1
7.34,monthly,18.61,3,delayed,21.41,10.0,3,,0
6.91,monthly,28.01,3,on_time,,109.32,6,LATAM,0
24.33,monthly,19.83,3,delayed,7.92,89.46,13,APAC,0
6.79,annual,32.87,1,on_time,,62.24,7,EU,1
21.88,monthly,31.59,1,on_time,14.67,10.0,17,NA,0
16.39,quarterly,,0,delayed,26.57,70.82,12,NA,0
13.08,annual,10.96,1,on_time,21.41,82.5,6,EU,0
,quarterly,0.92,1,on_time,22.02,53.84,52,MEA,0
22.5,monthly,37.77,2,,8.58,87.69,9,APAC,0
17.96,monthly,11.63,2,on_time,21.58,66.23,9,EU,0
1.0,monthly,5.54,4,on_time,20.92,50.35,12,EU,0
20.99,quarterly,23.43,3,failed,16.83,80.02,12,APAC,0
8.5,annual,5.64,1,on_time,,20.92,13,NA,0
14.45,quarterly,23.42,1,on_time,20.83,98.04,14,NA,1
16.05,monthly,,2,on_time,10.93,86.75,33,APAC,0
29.28,monthly,32.16,2,on_time,18.94,100.94,22,NA,0
14.23,annual,31.2,4,on_time,12.72,104.04,11,NA,0
6.04,monthly,34.14,3,failed,9.09,76.92,32,EU,1
26.29,annual,24.27,0,on_time,12.57,9.0,7,NA,0
21.08,monthly,12.56,2,delayed,26.81,76.81,8,MEA,0
21.34,quarterly,10.59,3,on_time,8.0,51.94,34,LATAM,0
26.42,quarterly,16.16,1,on_time,,124.12,47,MEA,0
28.06,monthly,43.94,4,failed,20.04,73.62,9,MEA,0
9.76,monthly,19.26,3,on_time,13.89,107.56,15,NA,0
6.26,annual,23.77,0,delayed,11.69,112.42,5,EU,1
21.9,monthly,38.7,3,failed,7.51,63.06,3,,1
14.16,monthly,24.8,3,failed,22.73,86.11,15,NA,0
14.8,monthly,13.76,1,on_time,7.86,85.1,8,MEA,0
8.15,monthly,30.03,0,on_time,,145.78,3,NA,0
20.09,quarterly,17.29,4,on_time,16.85,119.45,23,,0
18.81,monthly,25.18,2,,6.9,54.2,23,APAC,1
14.91,monthly,27.63,1,on_time,14.34,66.9,29,LATAM,0
6.28,annual,,1,on_time,6.94,63.91,4,APAC,0
,monthly,24.05,2,on_time,11.51,61.26,13,APAC,0
17.79,monthly,39.6,0,on_time,15.42,75.14,7,NA,1
23.82,quarterly,15.11,2,on_time,16.63,69.16,6,APAC,1
1.28,annual,36.49,1,on_time,23.03,76.52,24,APAC,1
16.4,quarterly,15.5,1,on_time,15.01,80.77,14,EU,0
10.98,annual,41.82,1,delayed,15.64,104.67,12,APAC,0
16.25,monthly,12.59,3,on_time,13.56,62.67,25,NA,1
,monthly,17.67,0,on_time,20.54,37.26,12,NA,0
18.59,annual,38.59,1,on_time,8.21,63.17,6,MEA,0
16.13,annual,39.07,4,on_time,12.37,60.15,2,NA,1
16.09,monthly,31.0,2,on_time,14.99,125.25,14,APAC,0
5.08,monthly,10.1,0,on_time,9.56,107.67,5,EU,1
9.65,monthly,22.91,1,on_time,23.37,120.34,11,MEA,0
23.85,monthly,22.01,1,delayed,16.91,110.95,11,NA,1
12.46,annual,12.59,1,on_time,7.65,25.9,27,NA,1
23.98,quarterly,29.67,1,,17.45,60.13,5,LATAM,1
21.78,monthly,,2,on_time,22.86,42.04,18,APAC,0
22.15,monthly,7.8,1,on_time,10.68,127.88,16,EU,0
18.33,monthly,4.17,3,on_time,23.17,107.52,16,EU,0
12.95,monthly,40.84,1,on_time,16.54,95.15,17,EU,0
14.94,quarterly,16.38,2,on_time,16.21,68.08,12,MEA,0
20.48,monthly,16.62,0,on_time,22.19,71.24,20,APAC,0
1.12,monthly,10.66,4,failed,,59.92,1,MEA,1
24.71,quarterly,37.05,2,,17.34,102.2,20,MEA,0
12.5,annual,6.82,2,on_time,15.55,78.21,29,EU,0
15.4,monthly,8.75,2,on_time,4.48,103.43,61,APAC,0
15.46,monthly,18.46,4,on_time,17.47,95.72,46,APAC,0
15.72,monthly,21.76,2,delayed,16.51,107.12,6,LATAM,0
6.8,monthly,29.24,4,on_time,,98.46,11,APAC,1
17.06,monthly,14.57,1,on_time,2.0,114.86,11,NA,0
20.16,quarterly,38.99,0,failed,18.73,104.71,43,MEA,1
1.69,monthly,14.64,0,on_time,9.84,69.6,44,APAC,0
6.89,monthly,10.91,3,on_time,8.24,97.7,27,LATAM,0
22.27,annual,,2,on_time,7.67,83.39,13,EU,0
20.97,monthly,13.49,4,chargeback,3.25,78.67,12,EU,1
18.09,quarterly,9.15,1,,17.77,83.52,31,APAC,0
11.22,quarterly,30.26,0,,29.14,112.19,7,APAC,0
,annual,10.99,2,,11.52,89.23,26,NA,0
7.58,quarterly,20.54,1,on_time,19.93,110.06,4,EU,1
15.04,annual,10.67,4,on_time,,76.61,7,APAC,0
6.85,quarterly,9.08,0,on_time,16.65,116.19,39,MEA,0
14.87,monthly,34.17,3,on_time,14.6,105.66,21,NA,0
8.79,monthly,39.63,3,on_time,19.69,61.43,12,NA,1
21.29,monthly,,1,on_time,7.75,73.98,12,EU,0
19.03,monthly,5.82,3,delayed,15.6,60.21,4,NA,1
12.01,monthly,7.34,1,delayed,21.81,53.77,14,NA,0
23.63,monthly,43.76,3,delayed,19.21,159.03,43,EU,0
9.31,monthly,19.2,1,chargeback,16.96,130.71,13,APAC,0
15.75,monthly,6.88,1,on_time,15.59,116.36,5,EU,0
,monthly,33.9,0,delayed,12.83,96.57,2,EU,0
21.2,quarterly,22.74,3,on_time,12.88,68.82,7,MEA,1
20.5,monthly,28.26,1,failed,5.68,52.97,18,,1
25.11,quarterly,0.0,0,on_time,18.02,78.13,7,APAC,0
16.58,monthly,18.41,1,on_time,23.19,63.83,11,NA,0
1.0,annual,32.44,0,on_time,16.76,93.59,28,LATAM,0
12.98,quarterly,14.96,0,delayed,15.1,88.26,9,LATAM,1
,monthly,35.59,1,delayed,18.59,107.98,33,NA,0
13.73,annual,7.52,2,delayed,2.29,81.71,7,APAC,1
2.58,monthly,20.76,0,on_time,11.96,36.66,16,APAC,1
19.15,quarterly,40.09,1,on_time,14.56,79.17,14,EU,0
19.67,quarterly,9.34,0,failed,4.76,94.85,8,APAC,1
10.91,monthly,24.99,1,on_time,15.96,91.7,14,NA,0
14.27,quarterly,28.44,3,on_time,3.9,68.47,38,EU,1
10.07,monthly,23.01,3,on_time,19.15,70.28,14,MEA,0
19.66,monthly,19.25,2,on_time,16.36,65.38,25,NA,0
16.4,monthly,,0,delayed,13.85,37.24,15,NA,0
7.84,monthly,24.16,4,on_time,19.57,83.19,2,NA,1
15.93,monthly,20.87,1,failed,15.88,105.82,8,MEA,1
10.87,quarterly,6.2,2,delayed,17.85,70.68,6,NA,1
26.23,monthly,34.1,2,on_time,,49.23,2,NA,0
22.26,monthly,,1,on_time,9.84,111.84,18,APAC,0
15.14,quarterly,6.49,0,on_time,24.41,122.16,9,APAC,1
16.57,monthly,15.45,3,on_time,22.47,71.67,2,EU,0
23.1,monthly,12.18,2,,17.57,57.74,3,MEA,1
14.78,quarterly,19.16,0,failed,15.9,79.94,23,NA,1
21.31,annual,8.33,2,,19.5,82.68,6,APAC,0
26.34,monthly,26.93,4,on_time,,71.41,10,,0
12.56,monthly,37.19,2,delayed,26.42,40.04,14,NA,0
27.52,quarterly,23.16,1,failed,11.75,110.9,40,LATAM,0
25.49,annual,6.11,2,on_time,21.27,81.7,43,APAC,0
,monthly,11.95,1,on_time,14.48,127.37,16,NA,1
12.89,monthly,24.43,2,on_time,5.35,85.19,17,NA,0
,monthly,0.36,1,on_time,20.03,125.22,11,NA,1
14.29,quarterly,8.44,2,on_time,23.8,77.66,24,LATAM,1
10.45,annual,3.88,2,on_time,20.84,60.37,2,NA,0
19.73,quarterly,23.27,1,on_time,13.99,69.99,11,LATAM,0
8.84,monthly,45.78,0,on_time,,135.08,15,NA,0
13.63,quarterly,8.13,5,on_time,19.19,78.75,19,MEA,1
13.72,annual,30.98,0,on_time,18.44,115.46,11,LATAM,1
6.44,monthly,15.8,2,on_time,22.38,71.08,40,,0
20.61,quarterly,7.48,0,on_time,,45.23,21,NA,1
14.4,monthly,39.21,1,on_time,11.53,103.57,18,,0
25.09,monthly,45.76,2,failed,15.16,66.04,10,NA,1
14.29,quarterly,26.53,0,on_time,11.97,92.5,8,NA,0
13.15,monthly,25.99,2,on_time,15.97,89.63,35,LATAM,1
9.67,annual,22.68,3,on_time,3.79,80.29,5,,0
16.27,monthly,20.37,0,failed,26.57,130.16,14,APAC,1
16.31,monthly,25.74,1,on_time,10.32,91.06,3,LATAM,0
21.19,monthly,29.44,0,on_time,11.92,87.35,14,APAC,0
16.47,monthly,40.3,1,delayed,15.5,74.07,20,APAC,0
30.66,monthly,16.25,1,on_time,,99.06,25,NA,0
,quarterly,23.4,1,on_time,12.99,96.49,50,APAC,0
9.09,monthly,21.03,1,on_time,16.01,72.76,8,APAC,0
8.5,monthly,33.26,0,chargeback,24.89,110.38,25,APAC,0
19.74,quarterly,48.4,1,delayed,15.85,78.27,13,MEA,0
8.87,monthly,33.64,2,,,100.24,31,EU,0
20.16,quarterly,30.78,3,delayed,8.25,46.87,12,APAC,1
22.27,monthly,31.99,1,delayed,27.83,109.58,8,EU,0
22.44,monthly,35.94,0,on_time,15.46,63.89,42,NA,0
9.92,quarterly,48.56,1,on_time,15.49,102.91,29,NA,0
22.45,quarterly,3.46,0,on_time,6.77,119.86,12,MEA,0
18.26,annual,28.6,1,on_time,18.15,85.93,8,EU,0
11.74,monthly,0.0,1,on_time,11.47,116.27,7,APAC,1
14.88,monthly,32.46,3,delayed,23.83,53.8,23,APAC,0
19.3,quarterly,28.06,2,on_time,17.79,81.68,33,LATAM,0
11.29,quarterly,15.98,1,on_time,15.75,65.86,21,APAC,0
,quarterly,0.0,1,on_time,7.06,65.5,18,NA,0
26.12,monthly,21.84,3,on_time,14.41,39.81,6,EU,0
22.75,quarterly,24.45,1,on_time,13.72,86.25,4,APAC,0
16.57,monthly,21.31,3,on_time,15.74,110.34,6,NA,1
17.64,monthly,15.16,2,on_time,3.18,119.46,21,EU,0
12.23,monthly,12.14,0,on_time,9.54,54.42,9,NA,0
12.43,monthly,21.43,1,on_time,12.02,70.57,7,NA,1
5.24,quarterly,13.18,2,delayed,18.0,63.26,13,MEA,0
